exit,horizon,instance,order,search,solved,total,trivial,valid,gc_bfs_retries,gc_chain_labels,gc_chain_time,gc_chains,gc_distinct,gc_exact_sccs,gc_goal_factors,gc_heuristic_sccs,gc_largest_scc,gc_leftover,gc_mean_product_factors,gc_pairs_weight,gc_proven,gc_sccs,gc_too_big_alone,gc_total_time,gc_unsolved_abstractions,gc_violated
0,2,schedule/probschedule-5-1,relaxed,0.0168656,True,0.058138,False,True,,,,,,,,,,,,,,,,,,
0,3,schedule/probschedule-5-2,goal_chains,0.0208249,True,0.0609511,False,True,0,5,0.000278827,5,5,0,5,0,1,86,10,0,0,5,0,0.000542662,0,0
0,2,schedule/probschedule-5-2,linear,0.0123409,True,0.0572898,False,True,,,,,,,,,,,,,,,,,,
0,3,schedule/probschedule-5-2,relaxed,0.0216978,True,0.0598478,False,True,,,,,,,,,,,,,,,,,,
0,2,storage/p04,goal_chains,0.00769242,True,0.0107713,False,True,0,8,0.000161942,2,6,0,2,0,1,32,8,6,0,6,0,0.000218309,0,0
0,4,storage/p04,linear,0.0215799,True,0.0241529,False,True,,,,,,,,,,,,,,,,,,
0,3,storage/p04,relaxed,0.0193708,True,0.0239427,False,True,,,,,,,,,,,,,,,,,,
0,3,storage/p07,goal_chains,0.0779864,True,0.084499,False,True,0,18,0.000799947,3,10,0,3,0,1,66,10,15,0,10,0,0.000965507,0,0
0,7,storage/p07,linear,0.456159,True,0.463266,False,True,,,,,,,,,,,,,,,,,,
0,5,storage/p07,relaxed,0.565514,True,0.572343,False,True,,,,,,,,,,,,,,,,,,
0,4,storage/p11,goal_chains,5.13441,True,5.17368,False,True,0,12,0.00186392,4,9,0,4,0,1,243,14,8,0,9,0,0.00248986,0,0
0,5,storage/p11,linear,3.96068,True,3.9962,False,True,,,,,,,,,,,,,,,,,,
0,5,storage/p11,relaxed,9.3504,True,9.39037,False,True,,,,,,,,,,,,,,,,,,
0,4,storage/p12,goal_chains,51.117,True,51.181,False,True,0,12,0.00348161,4,9,0,4,0,1,369,16,8,0,9,0,0.00443963,0,0
0,4,storage/p12,linear,6.71814,True,6.77613,False,True,,,,,,,,,,,,,,,,,,
0,3,storage/p12,relaxed,8.66616,True,8.73339,False,True,,,,,,,,,,,,,,,,,,
0,6,storage/p13,goal_chains,10.7634,True,10.7813,False,True,0,20,0.00108134,5,12,0,5,0,1,170,9,15,0,12,0,0.00147088,0,0
0,9,storage/p13,linear,37.7169,True,37.7339,False,True,,,,,,,,,,,,,,,,,,
0,10,storage/p13,relaxed,254.853,True,254.874,False,True,,,,,,,,,,,,,,,,,,
0,3,storage/p14,goal_chains,4.88258,True,4.97333,False,True,0,25,0.0103282,5,13,0,5,0,1,351,11,20,0,13,0,0.0117743,0,0
0,5,storage/p14,linear,13.3652,True,13.4486,False,True,,,,,,,,,,,,,,,,,,
0,4,storage/p14,relaxed,7.13864,True,7.22146,False,True,,,,,,,,,,,,,,,,,,
0,3,storage/p15,goal_chains,47.2583,True,47.3901,False,True,0,15,0.00473106,5,11,0,5,0,1,535,13,10,0,11,0,0.00716142,0,0
0,4,storage/p15,linear,38.6653,True,38.8005,False,True,,,,,,,,,,,,,,,,,,
0,3,storage/p15,relaxed,24.8571,True,25.0084,False,True,,,,,,,,,,,,,,,,,,
22,,tetris-sat14-strips/p032,goal_chains,,False,,False,,,,,,,,,,,,,,,,,,,
22,,tetris-sat14-strips/p032,linear,,False,,False,,,,,,,,,,,,,,,,,,,
22,,tetris-sat14-strips/p032,relaxed,,False,,False,,,,,,,,,,,,,,,,,,,
22,,tetris-sat14-strips/p033,goal_chains,,False,,False,,,,,,,,,,,,,,,,,,,
22,,tetris-sat14-strips/p033,linear,,False,,False,,,,,,,,,,,,,,,,,,,
22,,tetris-sat14-strips/p033,relaxed,,False,,False,,,,,,,,,,,,,,,,,,,
0,3,thoughtful-sat14-strips/bootstrap-typed-04,goal_chains,21.0145,True,23.215,False,True,0,12,0.00636748,4,10,0,4,0,1,847,11.5,8,0,10,0,0.0417067,0,0
0,7,thoughtful-sat14-strips/bootstrap-typed-04,linear,84.2504,True,86.1917,False,True,,,,,,,,,,,,,,,,,,
0,2,thoughtful-sat14-strips/bootstrap-typed-04,relaxed,10.6015,True,12.5572,False,True,,,,,,,,,,,,,,,,,,
0,2,tpp/p07,goal_chains,0.00592886,True,0.0352402,False,True,0,20,7.612e-05,7,14,1,7,0,2,24,3,9,1,13,0,0.000276184,0,1
0,4,tpp/p07,linear,0.00908746,True,0.0351858,False,True,,,,,,,,,,,,,,,,,,
0,2,tpp/p07,relaxed,0.00558733,True,0.0329501,False,True,,,,,,,,,,,,,,,,,,
0,2,tpp/p19,goal_chains,0.0552459,True,20.0308,False,True,0,62,0.00446902,14,28,1,14,0,2,258,6,20,1,27,0,0.00981748,0,3
0,4,tpp/p19,linear,0.273222,True,20.0233,False,True,,,,,,,,,,,,,,,,,,
0,2,tpp/p19,relaxed,0.0563028,True,21.1688,False,True,,,,,,,,,,,,,,,,,,
0,2,tpp/p21,goal_chains,0.0931797,True,27.3391,False,True,0,72,0.029503,11,22,3,11,0,2,261,7,21,3,19,0,0.0355317,0,5
0,3,tpp/p21,linear,0.195486,True,24.9556,False,True,,,,,,,,,,,,,,,,,,
0,2,tpp/p21,relaxed,0.0558228,True,25.3797,False,True,,,,,,,,,,,,,,,,,,
0,2,tpp/p22,goal_chains,0.0752128,True,35.1751,False,True,0,54,0.0149987,12,24,0,12,0,1,286,7,12,0,24,0,0.0214732,0,0
0,3,tpp/p22,linear,0.1294,True,34.1355,False,True,,,,,,,,,,,,,,,,,,
0,2,tpp/p22,relaxed,0.0661253,True,34.1215,False,True,,,,,,,,,,,,,,,,,,
0,2,tpp/p23,goal_chains,0.0874225,True,42.3751,False,True,0,70,0.0227114,13,26,0,13,0,1,304,7,13,0,26,0,0.02967,0,0
0,3,tpp/p23,linear,0.231755,True,43.486,False,True,,,,,,,,,,,,,,,,,,
0,2,tpp/p23,relaxed,0.0635551,True,45.559,False,True,,,,,,,,,,,,,,,,,,
0,2,tpp/p24,goal_chains,0.0979949,True,60.9915,False,True,0,70,0.0147036,14,28,1,14,0,2,322,7,16,1,27,0,0.0242461,0,1
0,3,tpp/p24,linear,0.229899,True,55.5603,False,True,,,,,,,,,,,,,,,,,,
0,2,tpp/p24,relaxed,0.0836144,True,61.8135,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-opt08-strips/p04,goal_chains,0.00469422,True,0.0226879,False,True,0,10,9.7993e-05,5,10,0,5,0,1,10,3,5,0,10,0,0.000136634,0,0
0,2,transport-opt08-strips/p04,linear,0.00512374,True,0.0205489,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-opt08-strips/p04,relaxed,0.00432648,True,0.0204899,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-opt08-strips/p07,goal_chains,0.00887984,True,0.158445,False,True,0,16,0.000362081,8,16,0,8,0,1,32,4,8,0,16,0,0.000419973,0,0
0,2,transport-opt08-strips/p07,linear,0.00850822,True,0.148683,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-opt08-strips/p07,relaxed,0.00567045,True,0.14843,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-opt08-strips/p10,goal_chains,0.00783908,True,0.400792,False,True,0,22,0.000729483,11,22,0,11,0,1,44,4,11,0,22,0,0.000848286,0,0
0,3,transport-opt08-strips/p10,linear,0.210349,True,0.604804,False,True,,,,,,,,,,,,,,,,,,
0,2,transport-opt08-strips/p10,relaxed,0.225904,True,0.647691,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-opt08-strips/p14,goal_chains,0.00472289,True,0.0287187,False,True,0,10,0.000105216,5,10,0,5,0,1,10,3,5,0,10,0,0.000145879,0,0
0,2,transport-opt08-strips/p14,linear,0.00543687,True,0.0268454,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-opt08-strips/p14,relaxed,0.00458347,True,0.0248269,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-opt08-strips/p20,goal_chains,0.00835832,True,0.591083,False,True,0,22,0.0009799,11,22,0,11,0,1,44,4,11,0,22,0,0.0011045,0,0
0,3,transport-opt08-strips/p20,linear,0.199441,True,0.741097,False,True,,,,,,,,,,,,,,,,,,
0,2,transport-opt08-strips/p20,relaxed,0.14069,True,0.754485,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-opt08-strips/p28,goal_chains,0.00759802,True,0.239388,False,True,0,18,0.000591426,9,18,0,9,0,1,36,4,9,0,18,0,0.000690575,0,0
0,3,transport-opt08-strips/p28,linear,0.0554104,True,0.25203,False,True,,,,,,,,,,,,,,,,,,
0,2,transport-opt08-strips/p28,relaxed,0.0349875,True,0.242445,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-sat08-strips/p05,goal_chains,0.00775784,True,0.278124,False,True,0,20,0.000773771,10,20,0,10,0,1,40,4,10,0,20,0,0.000896246,0,0
0,3,transport-sat08-strips/p05,linear,0.102711,True,0.352072,False,True,,,,,,,,,,,,,,,,,,
0,2,transport-sat08-strips/p05,relaxed,0.0910566,True,0.42773,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-sat08-strips/p09,goal_chains,0.0177662,True,4.98447,False,True,0,36,0.00403855,18,36,0,18,0,1,108,5,18,0,36,0,0.00443575,0,0
0,3,transport-sat08-strips/p09,linear,22.2017,True,26.8171,False,True,,,,,,,,,,,,,,,,,,
0,2,transport-sat08-strips/p09,relaxed,30.5209,True,36.1754,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-sat08-strips/p26,goal_chains,0.0129466,True,1.34258,False,True,0,24,0.00327369,12,24,0,12,0,1,72,5,12,0,24,0,0.00350267,0,0
0,3,transport-sat08-strips/p26,linear,0.519346,True,1.96941,False,True,,,,,,,,,,,,,,,,,,
0,2,transport-sat08-strips/p26,relaxed,0.489684,True,2.00725,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-sat11-strips/p06,goal_chains,0.017453,True,3.90131,False,True,0,32,0.00352451,16,32,0,16,0,1,96,5,16,0,32,0,0.00387322,0,0
0,3,transport-sat11-strips/p06,linear,10.0804,True,14.0639,False,True,,,,,,,,,,,,,,,,,,
0,2,transport-sat11-strips/p06,relaxed,8.80284,True,12.877,False,True,,,,,,,,,,,,,,,,,,
0,1,transport-sat14-strips/p17,goal_chains,0.0356215,True,73.2381,False,True,0,50,0.0137174,25,50,0,25,0,1,200,6,25,0,50,0,0.0146302,0,0
0,3,transport-sat14-strips/p17,linear,208.435,True,280.134,False,True,,,,,,,,,,,,,,,,,,
0,2,transport-sat14-strips/p17,relaxed,52.4784,True,126.351,False,True,,,,,,,,,,,,,,,,,,
0,6,trucks-strips/p01,goal_chains,0.0977512,True,0.104113,False,True,0,12,6.9392e-05,3,10,0,3,0,1,36,3,9,0,10,0,0.000131418,0,0
0,6,trucks-strips/p01,linear,0.223363,True,0.22921,False,True,,,,,,,,,,,,,,,,,,
0,5,trucks-strips/p01,relaxed,0.0888804,True,0.0940336,False,True,,,,,,,,,,,,,,,,,,
0,10,trucks-strips/p04,goal_chains,17.6671,True,17.6844,False,True,0,18,0.000126681,6,13,0,6,0,1,73,3,12,0,13,0,0.000235975,0,0
0,10,trucks-strips/p04,linear,8.83994,True,8.85674,False,True,,,,,,,,,,,,,,,,,,
0,9,trucks-strips/p04,relaxed,16.7756,True,16.7933,False,True,,,,,,,,,,,,,,,,,,
0,10,trucks-strips/p05,goal_chains,21.9657,True,21.9948,False,True,0,22,0.000526693,7,16,0,7,0,1,83,3.28571,15,0,16,0,0.000684624,0,0
0,10,trucks-strips/p05,linear,22.4557,True,22.4854,False,True,,,,,,,,,,,,,,,,,,
0,8,trucks-strips/p05,relaxed,14.1231,True,14.1513,False,True,,,,,,,,,,,,,,,,,,
0,11,trucks-strips/p06,goal_chains,40.8057,True,40.8403,False,True,0,28,0.00198464,8,19,1,8,0,3,94,3.5,20,1,17,0,0.00231012,0,2
0,12,trucks-strips/p06,linear,80.4985,True,80.5275,False,True,,,,,,,,,,,,,,,,,,
0,10,trucks-strips/p06,relaxed,58.7242,True,58.7544,False,True,,,,,,,,,,,,,,,,,,
0,8,trucks-strips/p07,goal_chains,5.6518,True,5.67905,False,True,0,24,0.000198293,6,19,0,6,0,1,145,3,18,0,19,0,0.00040239,0,0
0,9,trucks-strips/p07,linear,10.9667,True,10.9904,False,True,,,,,,,,,,,,,,,,,,
0,8,trucks-strips/p07,relaxed,12.9746,True,13.0,False,True,,,,,,,,,,,,,,,,,,
0,11,trucks-strips/p08,goal_chains,65.3805,True,65.4283,False,True,0,21,0.000259908,7,15,0,7,0,1,169,3,14,0,15,0,0.000509594,0,0
0,10,trucks-strips/p08,linear,44.5984,True,44.6445,False,True,,,,,,,,,,,,,,,,,,
0,8,trucks-strips/p08,relaxed,47.5316,True,47.5792,False,True,,,,,,,,,,,,,,,,,,
0,2,visitall-opt11-strips/problem02-full,goal_chains,0.00393578,True,0.00670903,False,True,0,4,1.6392e-05,3,3,0,3,0,1,1,2,1,0,3,0,4.0246e-05,0,0
0,2,visitall-opt11-strips/problem02-full,linear,0.00405224,True,0.0058831,False,True,,,,,,,,,,,,,,,,,,
0,2,visitall-opt11-strips/problem02-full,relaxed,0.00394465,True,0.00554702,False,True,,,,,,,,,,,,,,,,,,
0,3,visitall-opt11-strips/problem03-full,goal_chains,0.0071518,True,0.0103447,False,True,0,12,5.8754e-05,8,8,0,8,0,1,1,2,4,0,8,0,9.189e-05,0,0
0,4,visitall-opt11-strips/problem03-full,linear,0.0100441,True,0.0126172,False,True,,,,,,,,,,,,,,,,,,
0,4,visitall-opt11-strips/problem03-full,relaxed,0.00732336,True,0.010521,False,True,,,,,,,,,,,,,,,,,,
0,2,woodworking-opt08-strips/p10,goal_chains,0.645037,True,5.68879,False,True,0,76,0.0478406,39,48,0,40,0,1,780,27.1538,37,0,48,0,0.0636487,0,0
0,2,woodworking-opt08-strips/p10,linear,0.312854,True,5.49004,False,True,,,,,,,,,,,,,,,,,,
0,2,woodworking-opt08-strips/p10,relaxed,0.630573,True,5.63878,False,True,,,,,,,,,,,,,,,,,,
0,2,woodworking-opt08-strips/p17,goal_chains,0.0952815,True,1.52229,False,True,0,61,0.0145472,30,34,0,30,0,1,397,16.0333,31,0,34,0,0.018864,0,0
0,2,woodworking-opt08-strips/p17,linear,0.0766978,True,1.45733,False,True,,,,,,,,,,,,,,,,,,
0,1,woodworking-opt08-strips/p17,relaxed,0.0492832,True,1.49352,False,True,,,,,,,,,,,,,,,,,,
0,2,woodworking-opt08-strips/p18,goal_chains,0.143111,True,2.06971,False,True,0,67,0.0253968,32,38,0,32,0,1,464,19.9375,35,0,38,0,0.0313547,0,0
0,2,woodworking-opt08-strips/p18,linear,0.129537,True,2.04754,False,True,,,,,,,,,,,,,,,,,,
0,2,woodworking-opt08-strips/p18,relaxed,0.115586,True,2.1171,False,True,,,,,,,,,,,,,,,,,,
0,2,woodworking-opt08-strips/p19,goal_chains,0.13463,True,4.74951,False,True,0,57,0.0170465,32,34,0,32,0,1,517,18.9062,25,0,34,0,0.0240386,0,0
0,2,woodworking-opt08-strips/p19,linear,0.112585,True,4.66914,False,True,,,,,,,,,,,,,,,,,,
0,2,woodworking-opt08-strips/p19,relaxed,0.131815,True,4.95058,False,True,,,,,,,,,,,,,,,,,,
0,2,woodworking-opt08-strips/p20,goal_chains,0.404173,True,7.34328,False,True,0,86,0.0537601,42,49,0,42,0,1,774,26.2619,44,0,49,0,0.0704758,0,0
0,2,woodworking-opt08-strips/p20,linear,0.347533,True,7.49328,False,True,,,,,,,,,,,,,,,,,,
0,2,woodworking-opt08-strips/p20,relaxed,0.619295,True,8.93857,False,True,,,,,,,,,,,,,,,,,,
0,1,woodworking-opt08-strips/p21,goal_chains,0.00500807,True,0.01608,False,True,0,17,0.000154027,9,7,0,9,0,1,27,5.22222,8,0,7,0,0.000221598,0,0
0,2,woodworking-opt08-strips/p21,linear,0.00553836,True,0.0156503,False,True,,,,,,,,,,,,,,,,,,
0,1,woodworking-opt08-strips/p21,relaxed,0.00492621,True,0.0159177,False,True,,,,,,,,,,,,,,,,,,
0,1,woodworking-sat08-strips/p27,goal_chains,0.151205,True,51.0116,False,True,0,102,0.0309382,61,61,1,61,0,2,944,13.623,41,1,60,0,0.0703757,0,1
0,2,woodworking-sat08-strips/p27,linear,0.342203,True,52.9427,False,True,,,,,,,,,,,,,,,,,,
0,1,woodworking-sat08-strips/p27,relaxed,0.134639,True,66.4634,False,True,,,,,,,,,,,,,,,,,,
0,2,woodworking-sat11-strips/p06,goal_chains,2.53808,True,306.767,False,True,168,201,1.20497,103,110,1,103,0,2,2726,27.9709,98,1,109,0,1.32485,0,1
0,3,woodworking-sat11-strips/p06,linear,4.79326,True,313.556,False,True,,,,,,,,,,,,,,,,,,
0,2,woodworking-sat11-strips/p06,relaxed,3.08145,True,311.152,False,True,,,,,,,,,,,,,,,,,,
0,2,woodworking-sat11-strips/p11,goal_chains,1.71938,True,313.071,False,True,60,199,0.867525,104,109,1,105,0,2,1903,19.3077,90,1,108,0,0.973475,0,1
0,3,woodworking-sat11-strips/p11,linear,3.27007,True,417.057,False,True,,,,,,,,,,,,,,,,,,
0,3,woodworking-sat11-strips/p11,relaxed,2.8958,True,403.768,False,True,,,,,,,,,,,,,,,,,,
0,,zenotravel/pfile11,goal_chains,,True,0.0313307,True,True,,,,,,,,,,,,,,,,,,
0,,zenotravel/pfile11,linear,,True,0.0304612,True,True,,,,,,,,,,,,,,,,,,
0,,zenotravel/pfile11,relaxed,,True,0.0287364,True,True,,,,,,,,,,,,,,,,,,
