batch,exit,horizon,instance,order,search,solved,total,trivial,valid,gc_alternatives,gc_bfs_retries,gc_chain_labels,gc_chain_time,gc_chains,gc_deep_fallbacks,gc_distinct,gc_exact_sccs,gc_explored_states,gc_factors_covered,gc_factors_with_moves,gc_goal_factors,gc_heuristic_sccs,gc_largest_scc,gc_leftover,gc_mean_product_factors,gc_pair_chains,gc_pairs_weight,gc_proven,gc_sccs,gc_selection_rounds,gc_skipped_budget,gc_subgoal_chains,gc_switches,gc_too_big_alone,gc_total_time,gc_unsolved_abstractions,gc_violated,gc_work
full2,0,1,transport-sat14-strips/p17,gc3,0.818139,True,70.6932,False,True,25,10,54,0.788543,25,3,50,0,167803,30,30,25,0,1,200,6.08,0,29,0,50,0,50,0,0,0,0.79055,0,0,5151420
full2,0,1,transport-sat14-strips/p17,gc3_w20M,3.17939,True,70.3763,False,True,25,40,66,3.17075,25,3,50,0,664903,30,30,25,0,1,200,6.32,0,41,0,50,0,50,0,0,0,3.17266,0,0,20459132
full2,0,4,trucks-strips/p01,gc3,0.0614216,True,0.0662041,False,True,6,0,41,0.00432872,6,0,14,1,6068,10,10,3,0,11,32,7,3,35,1,4,0,0,0,0,0,0.0051094,0,8,65611
full2,0,4,trucks-strips/p01,gc3_w20M,0.0717218,True,0.0768886,False,True,6,0,41,0.00510548,6,0,14,1,6068,10,10,3,0,11,32,7,3,35,1,4,0,0,0,0,0,0.0060091,0,8,65611
full2,0,6,trucks-strips/p04,gc3,2.55406,True,2.57188,False,True,15,0,106,0.0530149,15,0,25,1,48770,16,16,6,0,14,61,7.2,9,91,1,12,0,0,0,0,0,0.0623917,0,19,1171392
full2,0,6,trucks-strips/p04,gc3_w20M,2.47117,True,2.48677,False,True,15,0,106,0.0532685,15,0,25,1,48770,16,16,6,0,14,61,7.2,9,91,1,12,0,0,0,0,0,0.0621117,0,19,1171392
full2,0,6,trucks-strips/p05,gc3,4.2046,True,4.23357,False,True,15,14,98,0.312898,15,0,28,1,290112,17,17,7,0,13,71,7.8,8,83,1,16,0,3,0,0,0,0.314559,0,14,6046769
full2,0,6,trucks-strips/p05,gc3_w20M,3.97057,True,3.99912,False,True,18,17,124,0.406683,18,0,30,1,365577,17,17,7,0,16,69,7.88889,11,106,1,15,0,0,0,0,0,0.410331,0,19,7664975
full2,0,8,trucks-strips/p06,gc3,17.1976,True,17.2287,False,True,11,20,62,0.305443,11,0,29,1,322243,18,18,8,0,9,84,7.36364,3,51,1,21,0,10,0,0,0,0.306359,0,9,6807959
full2,0,8,trucks-strips/p06,gc3_w20M,19.7281,True,19.7606,False,True,20,48,143,1.05151,20,0,29,1,973766,18,18,8,0,19,84,7.25,12,123,1,11,0,1,0,0,0,1.21787,0,27,21456560
full2,0,5,trucks-strips/p07,gc3,1.65742,True,1.68246,False,True,15,0,107,0.0905472,15,0,29,1,57829,17,17,6,0,29,135,8.2,9,92,1,1,0,0,0,0,0,0.111416,0,20,1390373
full2,0,5,trucks-strips/p07,gc3_w20M,1.77181,True,1.79942,False,True,15,0,107,0.104673,15,0,29,1,57829,17,17,6,0,29,135,8.2,9,92,1,1,0,0,0,0,0,0.12983,0,20,1390373
full2,0,7,trucks-strips/p08,gc3,35.0923,True,35.1414,False,True,13,18,65,0.272634,13,0,27,1,200110,19,19,7,0,13,157,7.46154,6,52,1,15,0,5,0,0,0,0.273897,0,7,5588665
full2,0,7,trucks-strips/p08,gc3_w20M,30.3151,True,30.3618,False,True,18,33,91,0.425611,18,0,29,1,331512,19,19,7,0,19,155,7.61111,11,73,1,11,0,0,0,0,0,0.427541,0,8,9577199
full2,0,2,visitall-opt11-strips/problem02-full,gc3,0.00396749,True,0.00546133,False,True,6,0,11,5.1278e-05,6,0,3,1,23,4,4,3,0,2,1,2.5,3,5,1,2,0,0,0,0,0,0.00016205,0,1,49
full2,0,2,visitall-opt11-strips/problem02-full,gc3_w20M,0.00377956,True,0.0065608,False,True,6,0,11,5.1632e-05,6,0,3,1,23,4,4,3,0,2,1,2.5,3,5,1,2,0,0,0,0,0,0.000159008,0,1,49
full2,0,3,visitall-opt11-strips/problem03-full,gc3,0.00804493,True,0.0103338,False,True,21,0,57,0.000222544,21,0,9,1,267,9,9,8,0,7,0,2.61905,13,36,1,3,0,0,0,0,0,0.00052416,0,6,804
full2,0,3,visitall-opt11-strips/problem03-full,gc3_w20M,0.00856846,True,0.0115801,False,True,21,0,57,0.000261709,21,0,9,1,267,9,9,8,0,7,0,2.61905,13,36,1,3,0,0,0,0,0,0.000588993,0,6,804
full2,0,2,woodworking-opt08-strips/p10,gc3,1.61243,True,6.60294,False,True,39,20,84,1.011,39,3,43,0,257646,135,135,40,0,1,785,32.2308,0,45,0,43,0,52,0,0,0,1.04099,0,0,6810098
full2,0,2,woodworking-opt08-strips/p10,gc3_w20M,4.12688,True,9.60106,False,True,39,67,100,3.40566,39,3,43,0,820248,135,135,40,0,1,785,32.4359,0,61,0,43,0,52,0,0,0,3.44207,0,0,21004805
full2,0,1,woodworking-opt08-strips/p17,gc3,0.841946,True,2.16591,False,True,30,20,72,0.801012,30,3,31,0,296241,93,93,30,0,1,400,19.7667,0,42,0,31,0,41,0,0,0,0.809207,0,0,5960748
full2,0,1,woodworking-opt08-strips/p17,gc3_w20M,3.15678,True,4.45325,False,True,30,95,90,3.13732,30,3,33,0,1143645,93,93,30,0,1,398,21.0333,0,60,0,33,0,41,0,0,0,3.14478,0,0,21174090
full2,0,2,woodworking-opt08-strips/p18,gc3,1.1369,True,3.15865,False,True,32,20,77,0.882822,32,3,36,0,301051,104,104,32,0,1,466,22.9688,0,45,0,36,0,42,0,0,0,0.895369,0,0,5885967
full2,0,2,woodworking-opt08-strips/p18,gc3_w20M,3.05973,True,4.94544,False,True,32,97,97,2.8402,32,3,36,0,1152381,104,104,32,0,1,466,24.0938,0,65,0,36,0,42,0,0,0,2.85072,0,0,20734256
full2,0,1,woodworking-opt08-strips/p19,gc3,0.941609,True,5.7179,False,True,32,20,66,0.876793,32,3,28,0,294829,115,115,32,0,1,523,23.1562,0,34,0,28,0,41,0,0,0,0.89353,0,0,6101320
full2,0,1,woodworking-opt08-strips/p19,gc3_w20M,3.06476,True,7.59507,False,True,32,82,88,2.94686,32,3,30,0,1031637,115,115,32,0,1,521,23.9062,0,56,0,30,0,41,0,0,0,2.95969,0,0,20385838
full2,0,1,woodworking-opt08-strips/p20,gc3,0.939214,True,8.40699,False,True,42,18,95,0.82265,42,3,43,0,197402,138,138,42,0,1,780,31,0,53,0,43,0,56,0,0,0,0.854309,0,0,5524894
full2,0,1,woodworking-opt08-strips/p20,gc3_w20M,3.21543,True,10.4903,False,True,42,70,113,3.13736,42,3,43,0,719658,138,138,42,0,1,780,31.4286,0,71,0,43,0,56,0,0,0,3.17182,0,0,21387500
full2,0,1,woodworking-opt08-strips/p21,gc3,0.00649662,True,0.0173277,False,True,19,0,71,0.00107284,19,0,6,0,791,19,21,9,0,1,28,7.73684,10,52,0,6,0,0,0,0,0,0.00123323,0,0,4389
full2,0,1,woodworking-opt08-strips/p21,gc3_w20M,0.00578697,True,0.0163553,False,True,19,0,71,0.00101344,19,0,6,0,791,19,21,9,0,1,28,7.73684,10,52,0,6,0,0,0,0,0,0.00113634,0,0,4389
full2,0,1,woodworking-sat08-strips/p27,gc3,1.25808,True,50.2633,False,True,61,26,125,1.08756,61,3,61,0,375802,249,249,61,0,1,944,18.7541,0,64,0,61,0,96,0,0,0,1.17189,0,0,6289383
full2,0,1,woodworking-sat08-strips/p27,gc3_w20M,3.73579,True,51.4436,False,True,73,90,182,3.5719,73,0,58,0,1227322,249,249,61,0,1,947,22.5205,12,109,0,58,0,81,0,0,0,3.66412,0,0,20566034
full2,0,2,woodworking-sat11-strips/p06,gc3,7.70916,True,316.767,False,True,103,183,212,3.21132,103,3,111,1,512212,355,393,103,0,2,2731,29.3107,0,109,1,110,0,173,0,0,0,3.58105,0,1,14311011
full2,0,1,woodworking-sat11-strips/p06,gc3_w20M,4.67759,True,280.405,False,True,103,212,226,3.82355,103,3,111,1,938201,355,393,103,0,2,2725,32.6699,0,123,1,110,0,173,0,0,0,4.01806,0,1,28940972
full2,0,1,woodworking-sat11-strips/p11,gc3,3.83265,True,400.456,False,True,105,70,214,2.96205,105,3,111,0,508384,403,403,105,0,1,1901,20.1619,0,104,0,111,0,171,0,0,0,3.39465,0,0,12366002
full2,0,1,woodworking-sat11-strips/p11,gc3_w20M,3.49881,True,283.033,False,True,105,102,243,2.89778,105,3,121,0,999582,403,403,105,0,1,1891,22.2952,0,133,0,121,0,171,0,0,0,3.1113,0,0,25633292
full2,0,,zenotravel/pfile11,gc3,,True,0.0291404,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full2,0,,zenotravel/pfile11,gc3_w20M,,True,0.0282927,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noise_rerun,0,3,airport/p20-airport3-p7,gc2_b200k_rerun,11.2063,True,28.1137,False,True,7,60,115,6.02161,7,4,115,0,610109,35,341,7,0,1,542,14.8571,0,108,0,115,0,15,0,0,0,6.54206,0,0,59029101
noise_rerun,0,3,airport/p20-airport3-p7,v1_rerun,11.9575,True,28.2711,False,True,7,32,115,9.97221,7,0,115,0,901168,34,341,7,0,1,542,10.4286,0,108,0,115,0,0,0,0,0,10.2098,0,0,87444960
noise_rerun,0,1,airport/p36-airport5MUC-p2,gc2_b200k_rerun,28.7444,True,207.459,False,True,2,19,109,1.93194,2,0,109,0,222196,14,760,2,0,1,1155,10,0,107,0,109,0,1,0,0,0,13.9049,0,0,35347001
noise_rerun,0,1,airport/p36-airport5MUC-p2,v1_rerun,17.9674,True,203.412,False,True,2,10,109,0.74852,2,0,109,0,209279,13,760,2,0,1,1155,6.5,0,107,0,109,0,0,0,0,0,7.129,0,0,5251795
noise_rerun,0,1,childsnack-sat14-strips/child-snack_pfile08-2,gc2_b200k_rerun,82.3686,True,90.6387,False,True,13,18,39,4.88548,13,10,17,0,247999,54,73,13,0,1,3094,26.1538,0,26,0,17,0,33,0,0,0,4.94802,0,0,21826799
noise_rerun,0,1,childsnack-sat14-strips/child-snack_pfile08-2,v1_rerun,75.3447,True,82.8453,False,True,13,0,39,1.61491,13,0,17,0,34399,47,73,13,0,1,3094,24.5385,0,26,0,17,0,0,0,0,0,1.64468,0,0,7000973
noise_rerun,0,1,childsnack-sat14-strips/child-snack_pfile10-2,gc2_b200k_rerun,169.356,True,190.568,False,True,15,18,45,9.34451,15,12,19,0,316100,61,85,15,0,1,4801,30.2,0,30,0,19,0,39,0,0,0,9.45734,0,0,39141663
noise_rerun,0,1,childsnack-sat14-strips/child-snack_pfile10-2,v1_rerun,288.726,True,310.397,False,True,15,0,45,5.18938,15,0,19,0,65129,55,85,15,0,1,4801,29,0,30,0,19,0,0,0,0,0,5.24298,0,0,17825034
noise_rerun,0,7,depot/pfile4,gc2_b200k_rerun,115.182,True,115.387,False,True,6,25,19,2.05118,6,3,18,0,485765,30,30,6,0,1,462,18.8333,0,13,0,18,0,12,0,0,0,2.05532,0,0,23028990
noise_rerun,0,8,depot/pfile4,v1_rerun,297.072,True,297.242,False,True,6,9,20,1.50837,6,0,18,0,415454,28,30,6,0,1,462,21.3333,0,14,0,18,0,0,0,0,0,1.51031,0,0,13913157
noise_rerun,23,,depot/pfile5,gc2_b200k_rerun,,False,,False,,9,49,34,4.47119,9,7,34,0,796714,36,36,10,0,1,686,17.4444,0,25,0,34,0,24,0,0,0,4.4803,0,0,42493995
noise_rerun,0,6,depot/pfile5,v1_rerun,435.627,True,436.014,False,True,9,35,34,9.30401,9,0,34,0,1532957,36,36,10,0,1,686,20.1111,0,25,0,34,0,0,0,0,0,9.30913,0,0,91812060
noise_rerun,0,6,driverlog/pfile18,gc2_b200k_rerun,500.127,True,501.888,False,True,21,42,64,0.960148,21,13,44,0,766316,32,32,23,0,1,1731,5.52381,0,39,0,44,0,53,0,0,0,0.981223,0,0,3265019
noise_rerun,0,6,driverlog/pfile18,v1_rerun,393.45,True,394.867,False,True,21,51,96,3.61503,21,0,44,0,2187505,32,32,23,0,1,1731,4.95238,0,55,0,44,0,0,0,0,0,3.62518,0,0,10259219
noise_rerun,0,1,elevators-sat11-strips/p12,gc2_b200k_rerun,5.31083,True,29.6869,False,True,43,28,170,5.16692,43,38,164,0,325597,51,51,43,0,1,524,9.06977,0,127,0,164,0,121,0,0,0,5.20037,0,0,36332160
noise_rerun,0,1,elevators-sat11-strips/p12,v1_rerun,2.39881,True,24.6026,False,True,43,0,164,2.25525,43,0,164,0,110726,51,51,43,0,1,524,9,0,121,0,164,0,0,0,0,0,2.27066,0,0,17553551
noise_rerun,0,1,elevators-sat11-strips/p13,gc2_b200k_rerun,6.39816,True,38.0218,False,True,46,24,174,6.22174,46,42,174,0,350307,54,54,46,0,1,562,9,0,128,0,174,0,131,0,0,0,6.2617,0,0,44328812
noise_rerun,0,1,elevators-sat11-strips/p13,v1_rerun,2.72069,True,33.2354,False,True,46,0,174,2.56693,46,0,174,0,108462,54,54,46,0,1,562,9,0,128,0,174,0,0,0,0,0,2.58727,0,0,18571717
noise_rerun,0,1,elevators-sat11-strips/p14,gc2_b200k_rerun,5.49876,True,43.3643,False,True,49,30,170,5.29031,49,44,170,0,284557,57,57,49,0,1,614,9,0,121,0,170,0,139,0,0,0,5.33629,0,0,36425989
noise_rerun,0,1,elevators-sat11-strips/p14,v1_rerun,1.90964,True,33.4503,False,True,49,0,170,1.74511,49,0,170,0,76339,57,57,49,0,1,614,9,0,121,0,170,0,0,0,0,0,1.76576,0,0,12975661
noise_rerun,0,1,elevators-sat11-strips/p15,gc2_b200k_rerun,5.96315,True,50.0444,False,True,52,24,188,5.61761,52,48,188,0,337122,60,60,52,0,1,644,9,0,136,0,188,0,149,0,0,0,5.66702,0,0,41211110
noise_rerun,0,1,elevators-sat11-strips/p15,v1_rerun,2.392,True,41.6985,False,True,52,0,188,2.22415,52,0,188,0,95646,60,60,52,0,1,644,9,0,136,0,188,0,0,0,0,0,2.24837,0,0,17045200
noise_rerun,0,1,elevators-sat11-strips/p16,gc2_b200k_rerun,6.28194,True,35.5838,False,True,40,27,158,6.1868,40,35,154,0,313143,48,48,40,0,1,486,9.05,0,118,0,154,0,112,0,0,0,6.20902,0,0,39017658
noise_rerun,0,1,elevators-sat11-strips/p16,v1_rerun,1.71698,True,26.3548,False,True,40,0,154,1.58225,40,0,154,0,81182,48,48,40,0,1,486,9,0,114,0,154,0,0,0,0,0,1.59506,0,0,11496227
noise_rerun,0,1,elevators-sat11-strips/p17,gc2_b200k_rerun,6.95433,True,47.0481,False,True,45,24,176,6.77959,45,41,176,0,332397,53,53,45,0,1,544,9,0,131,0,176,0,128,0,0,0,6.81452,0,0,39747825
noise_rerun,0,1,elevators-sat11-strips/p17,v1_rerun,2.46928,True,41.1423,False,True,45,0,176,2.31227,45,0,176,0,91142,53,53,45,0,1,544,9,0,131,0,176,0,0,0,0,0,2.32964,0,0,14667137
noise_rerun,0,1,elevators-sat11-strips/p18,gc2_b200k_rerun,7.2444,True,55.2154,False,True,50,30,194,7.0755,50,45,194,0,327462,58,58,50,0,1,606,9,0,144,0,194,0,142,0,0,0,7.11826,0,0,43401959
noise_rerun,0,1,elevators-sat11-strips/p18,v1_rerun,4.14506,True,52.5103,False,True,50,0,194,3.98018,50,0,194,0,115738,58,58,50,0,1,606,9,0,144,0,194,0,0,0,0,0,4.00203,0,0,21309962
noise_rerun,0,1,elevators-sat11-strips/p19,gc2_b200k_rerun,10.3689,True,73.4809,False,True,55,24,214,10.1298,55,51,214,0,355853,63,63,55,0,1,666,9,0,159,0,214,0,158,0,0,0,10.1874,0,0,53035306
noise_rerun,0,1,elevators-sat11-strips/p19,v1_rerun,4.67047,True,65.6883,False,True,55,0,214,4.48547,55,0,214,0,112292,63,63,55,0,1,666,9,0,159,0,214,0,0,0,0,0,4.51391,0,0,22045259
noise_rerun,0,1,elevators-sat11-strips/p20,gc2_b200k_rerun,12.445,True,98.6149,False,True,60,24,216,12.2516,60,56,216,0,352076,68,68,60,0,1,744,9,0,156,0,216,0,173,0,0,0,12.3176,0,0,58516806
noise_rerun,0,1,elevators-sat11-strips/p20,v1_rerun,4.61523,True,88.4972,False,True,60,0,216,4.38694,60,0,216,0,105913,68,68,60,0,1,744,9,0,156,0,216,0,0,0,0,0,4.42481,0,0,22384401
noise_rerun,0,6,floortile-sat14-strips/p03-6-4-2,gc2_b200k_rerun,46.7256,True,46.8582,False,True,24,39,216,0.523818,24,21,82,1,580961,30,30,24,0,80,154,6.16667,0,192,0,3,0,66,0,0,0,2.4477,0,17,5667913
noise_rerun,0,5,floortile-sat14-strips/p03-6-4-2,v1_rerun,89.6513,True,89.7748,False,True,24,15,219,0.595892,24,0,87,1,538873,30,30,24,0,83,149,6.125,0,195,0,5,0,0,0,0,0,57.9315,0,14,6744306
noise_rerun,0,6,floortile-sat14-strips/p04-5-4-2,gc2_b200k_rerun,26.8957,True,26.9877,False,True,20,32,188,0.450305,20,17,77,1,518742,26,26,20,0,73,123,6.25,0,168,1,5,0,54,0,0,0,5.87385,0,11,4851967
noise_rerun,0,4,floortile-sat14-strips/p04-5-4-2,v1_rerun,36.0577,True,36.1372,False,True,20,3,193,0.384421,20,0,90,1,340576,26,26,20,0,80,110,6.25,0,173,0,11,0,0,0,0,0,29.7608,0,13,4370805
noise_rerun,0,2,freecell/probfreecell-7-2,gc2_b200k_rerun,35.1744,True,37.6094,False,True,4,23,21,1.85801,4,1,15,0,287243,20,62,4,0,1,478,9.5,0,17,0,15,0,6,0,0,0,1.87038,0,0,16929285
noise_rerun,0,3,freecell/probfreecell-7-2,v1_rerun,41.8962,True,44.0466,False,True,4,13,21,3.65286,4,0,16,0,515524,24,62,4,0,1,477,11.25,0,17,0,16,0,0,0,0,0,3.66056,0,0,35027331
noise_rerun,0,2,grid/prob01,gc2_b200k_rerun,90.7343,True,90.8702,False,True,1,4,4,0.527172,1,0,4,0,57009,16,19,1,0,1,2262,16,0,3,0,4,0,0,0,0,0,0.547396,0,0,9321850
noise_rerun,0,2,grid/prob01,v1_rerun,70.2454,True,70.3736,False,True,1,0,4,0.0436453,1,0,4,0,5999,11,19,1,0,1,2262,11,0,3,0,4,0,0,0,0,0,0.0523861,0,0,626747
noise_rerun,0,2,mystery/prob20,gc2_b200k_rerun,45.5663,True,47.78,False,True,1,5,2,0.0682997,1,0,2,0,60087,10,42,1,0,1,1606,10,0,1,0,2,0,0,0,0,0,0.120912,0,0,179811
noise_rerun,0,2,mystery/prob20,v1_rerun,46.6321,True,48.5844,False,True,1,5,2,0.081576,1,0,2,0,50262,10,42,1,0,1,1606,10,0,1,0,2,0,0,0,0,0,0.108908,0,0,143696
noise_rerun,0,9,nomystery-opt11-strips/p19,gc2_b200k_rerun,36.2391,True,36.3574,False,True,24,14,202,0.124707,24,0,35,1,200901,13,13,11,0,28,112,3.25,13,177,1,8,0,6,0,0,0,0.170783,0,27,1041646
noise_rerun,0,9,nomystery-opt11-strips/p19,v1_rerun,25.7275,True,25.8482,False,True,11,0,65,0.000669432,11,0,33,3,364,12,13,11,0,7,114,2,0,54,3,23,0,0,0,0,0,0.00130128,0,9,1884
noise_rerun,0,8,nomystery-sat11-strips/p15,gc2_b200k_rerun,53.3178,True,53.3899,False,True,23,10,208,0.135549,23,0,33,1,203219,12,12,10,0,30,80,3.34783,13,185,1,4,0,4,0,0,0,0.231947,0,28,1103359
noise_rerun,0,9,nomystery-sat11-strips/p15,v1_rerun,28.7061,True,28.7815,False,True,10,0,64,0.000553174,10,0,30,1,297,11,12,10,0,15,83,2,0,54,1,16,0,0,0,0,0,0.00151589,0,6,1499
noise_rerun,0,7,nomystery-sat11-strips/p18,gc2_b200k_rerun,10.8862,True,10.9703,False,True,29,6,231,0.0974877,29,0,38,1,208422,15,15,13,0,34,144,3.44828,16,195,1,5,0,7,0,0,0,1.7746,0,40,1071975
noise_rerun,0,10,nomystery-sat11-strips/p18,v1_rerun,59.7534,True,59.8359,False,True,13,0,69,0.0006961,13,0,35,4,408,14,15,13,0,8,147,2,0,55,4,21,0,0,0,0,0,0.00159196,0,8,2117
noise_rerun,0,5,pathways-noneg/p14,gc2_b200k_rerun,120.735,True,122.995,False,True,24,15,118,0.66712,24,0,74,1,218970,92,190,18,0,3,254,11.625,6,94,1,72,0,25,0,0,0,0.699671,0,1,4548293
noise_rerun,23,,pathways-noneg/p14,v1_rerun,,False,,False,,18,0,36,0.00119717,18,0,36,0,90,54,190,18,0,1,292,3,0,18,0,36,0,0,0,0,0,0.0173554,0,0,238
noise_rerun,0,5,pathways-noneg/p25,gc2_b200k_rerun,3.54917,True,50.9689,False,True,60,10,326,0.526314,60,0,140,5,203405,171,324,33,0,5,518,12.1333,27,266,5,126,0,26,0,0,0,0.687016,0,6,3896229
noise_rerun,0,6,pathways-noneg/p25,v1_rerun,2.97656,True,48.2804,False,True,33,0,66,0.00342933,33,0,66,0,161,99,324,33,0,1,592,3,0,33,0,66,0,0,0,0,0,0.0845083,0,0,412
noise_rerun,0,5,pathways-noneg/p26,gc2_b200k_rerun,3.72675,True,46.0854,False,True,39,10,168,0.407525,39,0,112,0,202579,176,336,34,0,1,573,10.2821,5,129,0,112,0,52,0,0,0,0.608104,0,0,2767548
noise_rerun,0,6,pathways-noneg/p26,v1_rerun,4.29072,True,42.5857,False,True,34,0,68,0.00375656,34,0,68,0,168,102,336,34,0,1,617,3,0,34,0,68,0,0,0,0,0,0.102901,0,0,432
noise_rerun,0,6,pathways-noneg/p28,gc2_b200k_rerun,4.31953,True,53.1067,False,True,42,16,175,0.9274,42,0,120,0,291062,187,340,37,0,1,571,10.2857,5,133,0,120,0,59,0,0,0,1.11525,0,0,5666600
noise_rerun,0,5,pathways-noneg/p28,v1_rerun,1.77124,True,48.7987,False,True,37,0,74,0.00405349,37,0,74,0,181,111,340,37,0,1,617,3,0,37,0,74,0,0,0,0,0,0.104958,0,0,483
noise_rerun,0,7,pathways-noneg/p29,gc2_b200k_rerun,20.5933,True,46.6184,False,True,52,20,254,1.51773,52,0,120,2,256921,184,306,39,0,7,477,10.4231,13,202,2,112,0,55,0,0,0,1.61464,0,6,9352020
noise_rerun,0,7,pathways-noneg/p29,v1_rerun,454.962,True,479.991,False,True,39,0,78,0.00307707,39,0,78,0,194,117,306,39,0,1,519,3,0,39,0,78,0,0,0,0,0,0.0530225,0,0,454
noise_rerun,0,5,pathways/p26,gc2_b200k_rerun,3.83603,True,21.3056,False,True,39,10,168,0.451941,39,0,112,0,202579,176,338,34,0,1,575,10.2821,5,129,0,112,0,52,0,0,0,0.638811,0,0,2767548
noise_rerun,0,6,pathways/p26,v1_rerun,7.76865,True,24.1886,False,True,34,0,68,0.00388239,34,0,68,0,168,102,338,34,0,1,619,3,0,34,0,68,0,0,0,0,0,0.100515,0,0,432
noise_rerun,0,4,pipesworld-notankage/p11-net2-b10-g2,gc2_b200k_rerun,30.3833,True,31.9826,False,True,3,24,18,2.92732,3,0,15,2,276667,93,172,2,0,2,785,37.3333,1,15,2,13,0,0,0,0,0,2.97891,0,2,23135403
noise_rerun,0,4,pipesworld-notankage/p11-net2-b10-g2,v1_rerun,29.2686,True,31.0686,False,True,2,0,8,0.0602123,2,0,7,1,11050,44,172,2,0,2,793,22,0,6,1,6,0,0,0,0,0,0.0868854,0,1,508063
noise_rerun,0,3,rovers/p30,gc2_b200k_rerun,47.5174,True,73.3321,False,True,51,0,166,0.139009,51,0,42,0,16529,48,77,19,0,1,317,9.84314,32,115,0,42,0,0,0,0,0,0.14347,0,0,1283845
noise_rerun,0,3,rovers/p30,v1_rerun,0.698785,True,26.5338,False,True,19,0,38,0.000711124,19,0,38,0,57,38,77,19,0,1,321,2,0,19,0,38,0,0,0,0,0,0.00279217,0,0,202
noise_rerun,0,1,satellite/p23-HC-pfile3,gc2_b200k_rerun,0.137683,True,19.0628,False,True,132,0,481,0.119906,132,0,53,0,88814,90,90,47,0,1,521,29.8939,85,349,0,53,0,0,0,0,0,0.128322,0,0,702944
noise_rerun,0,1,satellite/p23-HC-pfile3,v1_rerun,0.021744,True,18.0992,False,True,47,0,141,0.0069697,47,0,53,0,4369,83,90,47,0,1,521,23.1277,0,94,0,53,0,0,0,0,0,0.0109829,0,0,15728
noise_rerun,0,1,satellite/p24-HC-pfile4,gc2_b200k_rerun,0.168076,True,38.2012,False,True,189,0,690,0.140787,189,0,68,0,106866,103,103,66,0,1,745,31.9206,123,501,0,68,0,0,0,0,0,0.154941,0,0,793020
noise_rerun,0,1,satellite/p24-HC-pfile4,v1_rerun,0.0269444,True,34.207,False,True,66,0,198,0.00857624,66,0,68,0,6528,96,103,66,0,1,745,24.2727,0,132,0,68,0,0,0,0,0,0.01469,0,0,23544
noise_rerun,0,1,satellite/p25-HC-pfile5,gc2_b200k_rerun,0.223161,True,55.7324,False,True,174,0,636,0.195745,174,0,62,0,138379,102,102,60,0,1,849,38.931,114,462,0,62,0,0,0,0,0,0.208794,0,0,1074348
noise_rerun,0,1,satellite/p25-HC-pfile5,v1_rerun,0.0385919,True,54.5464,False,True,60,0,180,0.0140971,60,0,62,0,8474,94,102,60,0,1,849,29.6667,0,120,0,62,0,0,0,0,0,0.0219845,0,0,31076
noise_rerun,0,1,satellite/p26-HC-pfile6,gc2_b200k_rerun,0.188937,True,72.8912,False,True,180,0,656,0.162109,180,0,68,0,114877,112,112,64,0,1,693,30.2611,116,476,0,68,0,0,0,0,0,0.174483,0,0,894578
noise_rerun,0,1,satellite/p26-HC-pfile6,v1_rerun,0.0309039,True,75.2892,False,True,64,0,192,0.00914952,64,0,68,0,5766,104,112,64,0,1,693,22.9062,0,128,0,68,0,0,0,0,0,0.0167774,0,0,20705
noise_rerun,0,2,scanalyzer-08-strips/p11,gc2_b200k_rerun,83.8647,True,84.5273,False,True,12,17,34,1.34891,12,8,32,0,336914,24,24,24,0,1,4720,21.9167,0,22,0,32,0,53,0,0,0,1.37815,0,0,10162660
noise_rerun,0,2,scanalyzer-08-strips/p11,v1_rerun,141.337,True,142.03,False,True,12,6,34,1.66302,12,0,32,0,463895,24,24,24,0,1,4720,23.8333,0,22,0,32,0,0,0,0,0,1.67632,0,0,13534880
noise_rerun,0,4,storage/p12,gc2_b200k_rerun,33.5986,True,33.6615,False,True,9,0,47,0.0606514,9,0,13,1,14163,26,26,4,0,8,365,23.5556,5,38,1,6,0,0,0,0,0,0.0637944,0,5,807184
noise_rerun,0,4,storage/p12,v1_rerun,50.0896,True,50.1441,False,True,4,0,12,0.00290816,4,0,9,0,931,22,26,4,0,1,369,16,0,8,0,9,0,0,0,0,0,0.00379992,0,0,9883
noise_rerun,0,3,storage/p15,gc2_b200k_rerun,21.9509,True,22.0891,False,True,12,0,56,0.116617,12,0,15,1,37310,31,31,5,0,3,531,27.5833,7,44,1,13,0,0,0,0,0,0.122529,0,1,1387456
noise_rerun,0,3,storage/p15,v1_rerun,48.1522,True,48.2955,False,True,5,0,15,0.00581068,5,0,11,0,742,26,31,5,0,1,535,13,0,10,0,11,0,0,0,0,0,0.00927935,0,0,8082
noise_rerun,0,4,thoughtful-sat14-strips/bootstrap-typed-04,gc2_b200k_rerun,41.6386,True,43.8581,False,True,4,18,23,1.57594,4,1,22,0,217031,58,118,4,0,1,835,27.25,0,19,0,22,0,6,0,0,0,1.62464,0,0,12805594
noise_rerun,0,3,thoughtful-sat14-strips/bootstrap-typed-04,v1_rerun,21.7985,True,24.0827,False,True,4,0,12,0.00741748,4,0,10,0,454,29,118,4,0,1,847,11.5,0,8,0,10,0,0,0,0,0,0.0392476,0,0,10586
