batch,exit,horizon,instance,order,search,solved,total,trivial,valid,gc_alternatives,gc_bfs_retries,gc_chain_labels,gc_chain_time,gc_chains,gc_deep_fallbacks,gc_distinct,gc_exact_sccs,gc_explored_states,gc_factors_covered,gc_factors_with_moves,gc_goal_factors,gc_heuristic_sccs,gc_largest_scc,gc_leftover,gc_mean_product_factors,gc_pair_chains,gc_pairs_weight,gc_proven,gc_sccs,gc_selection_rounds,gc_skipped_budget,gc_subgoal_chains,gc_switches,gc_too_big_alone,gc_total_time,gc_unsolved_abstractions,gc_violated,gc_work
full,0,1,airport/p06-airport2-p2,gc2,0.763682,True,1.06907,False,True,3,21,63,0.686538,3,0,42,0,287893,25,114,2,0,1,101,15.6667,1,60,0,42,0,0,0,0,0,0.702256,0,0,
full,0,1,airport/p06-airport2-p2,gc2_b200k,0.673319,True,1.00051,False,True,2,14,41,0.595983,2,0,41,0,227927,25,114,2,0,1,102,16.5,0,39,0,41,0,1,0,0,0,0.612047,0,0,
full,0,2,airport/p14-airport3-p3,gc2,2.38384,True,3.488,False,True,6,45,146,1.99891,6,0,61,0,584149,23,169,3,0,1,230,12.6667,3,140,0,61,0,0,0,0,0,2.05236,0,0,
full,0,1,airport/p14-airport3-p3,gc2_b200k,1.61626,True,2.72528,False,True,3,23,60,1.38006,3,0,60,0,292479,23,169,3,0,1,231,13.6667,0,57,0,60,0,3,0,0,0,1.45009,0,0,
full,0,2,airport/p15-airport3-p3,gc2,2.79205,True,3.84503,False,True,5,39,100,2.32606,5,0,59,0,536343,21,169,3,0,1,234,14,2,95,0,59,0,1,0,0,0,2.38428,0,0,
full,0,2,airport/p15-airport3-p3,gc2_b200k,1.53278,True,2.49385,False,True,3,23,58,1.18515,3,0,58,0,294264,21,169,3,0,1,235,14,0,55,0,58,0,3,0,0,0,1.24285,0,0,
full,0,2,airport/p16-airport3-p4,gc2,3.7896,True,8.12296,False,True,5,40,101,3.21257,5,0,80,0,577643,27,212,4,0,1,338,14,1,96,0,80,0,4,0,0,0,3.37717,0,0,
full,0,2,airport/p16-airport3-p4,gc2_b200k,3.36207,True,7.34569,False,True,4,32,79,2.66523,4,2,79,0,470488,27,212,4,0,1,339,14.25,0,75,0,79,0,7,0,0,0,2.82456,0,0,
full,0,2,airport/p17-airport3-p5,gc2,4.30515,True,10.4567,False,True,6,48,110,3.58771,6,0,89,0,502521,31,255,5,0,1,384,14,1,104,0,89,0,6,0,0,0,3.82261,0,0,
full,0,2,airport/p17-airport3-p5,gc2_b200k,4.05986,True,10.5919,False,True,5,40,88,3.10128,5,2,88,0,411249,31,255,5,0,1,385,14.4,0,83,0,88,0,9,0,0,0,3.35181,0,0,
full,0,3,airport/p19-airport3-p6,gc2,5.74231,True,11.6813,False,True,6,46,94,3.5752,6,0,93,0,522896,67,271,6,0,1,327,18.8333,0,88,0,93,0,9,0,0,0,3.78728,0,0,
full,0,3,airport/p19-airport3-p6,gc2_b200k,5.23671,True,11.0671,False,True,6,46,94,3.12774,6,3,93,0,522896,67,271,6,0,1,327,18.8333,0,88,0,93,0,12,0,0,0,3.30625,0,0,
full,0,3,airport/p20-airport3-p7,gc2,11.4213,True,27.301,False,True,7,60,115,6.26678,7,1,115,0,610109,35,341,7,0,1,542,14.8571,0,108,0,115,0,12,0,0,0,6.82875,0,0,
full,0,3,airport/p20-airport3-p7,gc2_b200k,10.2468,True,27.9334,False,True,7,60,115,5.43231,7,4,115,0,610109,35,341,7,0,1,542,14.8571,0,108,0,115,0,15,0,0,0,5.95578,0,0,
full,23,,airport/p30-airport4halfMUC-p8,gc2,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full,23,,airport/p30-airport4halfMUC-p8,gc2_b200k,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full,0,1,airport/p36-airport5MUC-p2,gc2,29.1308,True,190.407,False,True,3,28,170,2.18702,3,0,110,0,321019,14,760,2,0,1,1154,9.66667,1,167,0,110,0,0,0,0,0,13.5814,0,0,
full,0,1,airport/p36-airport5MUC-p2,gc2_b200k,21.0591,True,190.779,False,True,2,19,109,1.73851,2,0,109,0,222196,14,760,2,0,1,1155,10,0,107,0,109,0,1,0,0,0,12.3657,0,0,
full,23,,airport/p46-airport5MUC-p6,gc2,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full,23,,airport/p46-airport5MUC-p6,gc2_b200k,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full,30,,blocks/probBLOCKS-22-1,gc2,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full,30,,blocks/probBLOCKS-22-1,gc2_b200k,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full,0,1,blocks/probBLOCKS-5-2,gc2,0.0154882,True,0.0198123,False,True,9,0,144,0.0096945,9,0,16,0,7695,11,11,4,0,1,34,11,5,135,0,16,0,0,0,0,0,0.0098836,0,0,
full,0,1,blocks/probBLOCKS-5-2,gc2_b200k,0.0152918,True,0.0192472,False,True,9,0,144,0.00979684,9,0,16,0,7695,11,11,4,0,1,34,11,5,135,0,16,0,0,0,0,0,0.00999907,0,0,
full,0,1,childsnack-sat14-strips/child-snack_pfile08-2,gc2,85.8404,True,93.4801,False,True,13,42,39,9.2455,13,6,17,0,532799,54,73,13,0,1,3094,28.3077,0,26,0,17,0,29,0,0,0,9.30423,0,0,
full,0,1,childsnack-sat14-strips/child-snack_pfile08-2,gc2_b200k,73.1353,True,80.8799,False,True,13,18,39,5.22881,13,10,17,0,247999,54,73,13,0,1,3094,26.1538,0,26,0,17,0,33,0,0,0,5.28849,0,0,
full,0,1,childsnack-sat14-strips/child-snack_pfile10-2,gc2,192.961,True,212.714,False,True,15,36,45,16.7615,15,9,19,0,567071,61,85,15,0,1,4801,31.4,0,30,0,19,0,36,0,0,0,16.8797,0,0,
full,0,1,childsnack-sat14-strips/child-snack_pfile10-2,gc2_b200k,169.901,True,188.009,False,True,15,18,45,11.4068,15,12,19,0,316100,61,85,15,0,1,4801,30.2,0,30,0,19,0,39,0,0,0,11.5191,0,0,
full,0,2,depot/pfile13,gc2,5.82202,True,6.16132,False,True,8,40,40,5.31752,8,0,23,0,543481,34,34,6,0,1,829,15.25,2,32,0,23,0,7,0,0,0,5.32422,0,0,
full,0,3,depot/pfile13,gc2_b200k,6.41157,True,6.7598,False,True,6,25,22,2.68392,6,2,22,0,307885,34,34,6,0,1,830,17.3333,0,16,0,22,0,11,0,0,0,2.69139,0,0,
full,0,7,depot/pfile4,gc2,114.346,True,114.52,False,True,6,30,19,2.60144,6,0,18,0,545122,30,30,6,0,1,462,19.6667,0,13,0,18,0,9,0,0,0,2.60549,0,0,
full,0,7,depot/pfile4,gc2_b200k,117.301,True,117.48,False,True,6,25,19,1.92015,6,3,18,0,485765,30,30,6,0,1,462,18.8333,0,13,0,18,0,12,0,0,0,1.9244,0,0,
full,23,,depot/pfile5,gc2,,False,,False,,9,49,34,4.32423,9,3,34,0,752449,36,36,10,0,1,686,17.4444,0,25,0,34,0,20,0,0,0,4.3326,0,0,
full,23,,depot/pfile5,gc2_b200k,,False,,False,,9,49,34,4.6029,9,7,34,0,796714,36,36,10,0,1,686,17.4444,0,25,0,34,0,24,0,0,0,4.61263,0,0,
full,0,4,depot/pfile7,gc2,7.63986,True,7.75081,False,True,6,28,22,2.17345,6,0,18,0,544289,27,27,5,0,1,342,17.8333,1,16,0,18,0,6,0,0,0,2.17547,0,0,
full,0,4,depot/pfile7,gc2_b200k,7.65102,True,7.76915,False,True,5,18,17,1.5677,5,2,17,0,390481,27,27,5,0,1,343,18.8,0,12,0,17,0,9,0,0,0,1.56987,0,0,
full,0,4,driverlog/pfile11,gc2,1.03424,True,1.05632,False,True,16,14,94,0.270875,16,0,20,2,289615,13,13,7,0,9,103,6.4375,10,72,2,7,0,0,0,0,0,0.272913,0,22,
full,0,4,driverlog/pfile11,gc2_b200k,0.980026,True,1.00174,False,True,13,12,78,0.264497,13,0,20,2,240541,13,13,7,0,7,103,6.53846,7,59,2,9,0,3,0,0,0,0.265608,0,18,
full,0,4,driverlog/pfile12,gc2,1.48068,True,1.51868,False,True,20,30,107,0.40097,20,0,25,3,507069,14,14,10,0,5,173,5.65,12,71,3,18,0,2,0,0,0,0.401788,0,7,
full,0,4,driverlog/pfile12,gc2_b200k,1.22559,True,1.26639,False,True,14,17,73,0.202802,14,0,21,3,225055,14,14,10,0,5,177,6.28571,6,49,3,15,0,8,0,0,0,0.203755,0,6,
full,0,4,driverlog/pfile13,gc2,1.21959,True,1.25586,False,True,17,23,92,0.404451,17,0,23,1,469154,13,13,8,0,21,175,5.23529,10,65,1,3,0,0,0,0,0,0.408383,0,8,
full,0,4,driverlog/pfile13,gc2_b200k,1.26868,True,1.31021,False,True,11,11,62,0.216776,11,0,21,4,214165,13,13,8,0,3,177,5.90909,4,41,4,13,0,6,0,0,0,0.217655,0,7,
full,0,3,driverlog/pfile14,gc2,1.15178,True,1.20292,False,True,14,27,82,0.554457,14,0,24,3,538068,15,15,9,0,7,183,5.85714,6,48,3,10,0,6,0,0,0,0.55542,0,9,
full,0,3,driverlog/pfile14,gc2_b200k,0.948467,True,1.00076,False,True,8,12,52,0.246727,8,2,20,4,228530,15,15,9,0,7,187,5.75,0,31,4,10,0,14,0,0,0,0.247767,0,8,
full,0,4,driverlog/pfile15,gc2,18.1652,True,18.3311,False,True,11,27,33,0.587523,11,0,22,1,518349,20,20,10,0,6,410,6,2,22,1,17,0,14,0,0,0,0.58964,0,3,
full,0,4,driverlog/pfile15,gc2_b200k,13.8882,True,14.0484,False,True,9,15,28,0.391209,9,4,20,1,297606,20,20,10,0,6,412,5.88889,0,19,1,15,0,20,0,0,0,0.393054,0,3,
full,0,6,driverlog/pfile18,gc2,513.88,True,515.217,False,True,21,52,64,0.957492,21,8,44,0,866499,32,32,23,0,1,1731,5.52381,0,39,0,44,0,48,0,0,0,0.976823,0,0,
full,0,6,driverlog/pfile18,gc2_b200k,503.715,True,505.054,False,True,21,42,64,0.919176,21,13,44,0,766316,32,32,23,0,1,1731,5.52381,0,39,0,44,0,53,0,0,0,0.939861,0,0,
full,0,2,driverlog/pfile3,gc2,0.00718646,True,0.012717,False,True,6,0,38,0.00200211,6,0,8,1,3102,9,9,6,0,4,22,10.5,3,32,1,5,0,0,0,0,0,0.00235556,0,8,
full,0,2,driverlog/pfile3,gc2_b200k,0.00836646,True,0.0135262,False,True,6,0,38,0.00203883,6,0,8,1,3102,9,9,6,0,4,22,10.5,3,32,1,5,0,0,0,0,0,0.00242589,0,8,
full,0,,elevators-00-strips/s1-2,gc2,,True,0.00268781,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full,0,,elevators-00-strips/s1-2,gc2_b200k,,True,0.00244984,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
full,0,1,elevators-opt08-strips/p14,gc2,0.129839,True,0.14718,False,True,9,0,126,0.128807,9,0,14,0,86445,8,8,4,0,1,18,8,5,117,0,14,0,0,0,0,0,0.128935,0,0,
full,0,1,elevators-opt08-strips/p14,gc2_b200k,0.138192,True,0.157187,False,True,9,0,126,0.132706,9,0,14,0,86445,8,8,4,0,1,18,8,5,117,0,14,0,0,0,0,0,0.132887,0,0,
full,0,1,elevators-sat08-strips/p06,gc2,0.847186,True,0.888913,False,True,9,26,50,0.841844,9,1,24,0,520475,13,13,9,0,1,48,6.11111,0,41,0,24,0,16,0,0,0,0.842194,0,0,
full,0,1,elevators-sat08-strips/p06,gc2_b200k,0.393514,True,0.435161,False,True,9,12,34,0.386178,9,5,24,0,244371,13,13,9,0,1,48,5.44444,0,25,0,24,0,20,0,0,0,0.386541,0,0,
full,0,1,elevators-sat08-strips/p08,gc2,1.08135,True,1.14797,False,True,12,48,56,1.10163,12,0,26,0,515613,15,15,11,0,1,62,6,1,44,0,26,0,18,0,0,0,1.10219,0,0,
full,0,1,elevators-sat08-strips/p08,gc2_b200k,0.432066,True,0.49978,False,True,11,20,38,0.42304,11,6,26,0,207281,15,15,11,0,1,62,5.45455,0,27,0,26,0,25,0,0,0,0.423553,0,0,
full,0,1,elevators-sat08-strips/p09,gc2,1.15523,True,1.22994,False,True,12,32,58,1.15241,12,4,28,0,504678,16,16,12,0,1,68,5.66667,0,46,0,28,0,25,0,0,0,1.15297,0,0,
full,0,1,elevators-sat08-strips/p09,gc2_b200k,0.587862,True,0.665773,False,True,12,16,42,0.578768,12,8,28,0,251485,16,16,12,0,1,68,5.33333,0,30,0,28,0,29,0,0,0,0.579348,0,0,
full,0,1,elevators-sat08-strips/p10,gc2,1.37834,True,1.47077,False,True,13,32,74,1.38355,13,5,44,0,518404,17,17,13,0,1,60,5.61538,0,61,0,44,0,28,0,0,0,1.38416,0,0,
full,0,1,elevators-sat08-strips/p10,gc2_b200k,0.675342,True,0.783492,False,True,13,16,58,0.666816,13,9,44,0,258743,17,17,13,0,1,60,5.30769,0,45,0,44,0,32,0,0,0,0.667419,0,0,
full,0,1,elevators-sat08-strips/p14,gc2,1.31526,True,1.5668,False,True,14,39,72,1.30595,14,6,42,0,549175,18,18,14,0,1,70,6.07143,0,58,0,42,0,31,0,0,0,1.30668,0,0,
full,0,1,elevators-sat08-strips/p14,gc2_b200k,0.64341,True,0.8747,False,True,14,20,58,0.632412,14,10,42,0,264940,18,18,14,0,1,70,5.57143,0,44,0,42,0,35,0,0,0,0.633082,0,0,
full,0,1,elevators-sat08-strips/p15,gc2,1.57174,True,1.91983,False,True,16,32,80,1.58012,16,8,48,0,518581,20,20,16,0,1,80,5.5,0,64,0,48,0,37,0,0,0,1.58104,0,0,
full,0,1,elevators-sat08-strips/p15,gc2_b200k,0.792537,True,1.11869,False,True,16,16,64,0.780443,16,12,48,0,261506,20,20,16,0,1,80,5.25,0,48,0,48,0,41,0,0,0,0.781373,0,0,
full,0,1,elevators-sat08-strips/p16,gc2,1.99825,True,2.33855,False,True,18,45,68,1.98809,18,9,48,0,561049,22,22,18,0,1,96,5.5,0,50,0,48,0,42,0,0,0,1.98922,0,0,
full,0,1,elevators-sat08-strips/p16,gc2_b200k,0.874854,True,1.27086,False,True,18,20,58,0.86506,18,14,48,0,254743,22,22,18,0,1,96,5.22222,0,40,0,48,0,47,0,0,0,0.866073,0,0,
full,0,1,elevators-sat08-strips/p17,gc2,2.22108,True,2.88356,False,True,20,37,76,2.2452,20,11,52,0,572460,24,24,20,0,1,108,5.5,0,56,0,52,0,48,0,0,0,2.24663,0,0,
full,0,1,elevators-sat08-strips/p17,gc2_b200k,0.893326,True,1.56919,False,True,20,16,62,0.880348,20,16,52,0,247866,24,24,20,0,1,108,5.2,0,42,0,52,0,53,0,0,0,0.881554,0,0,
full,0,1,elevators-sat08-strips/p18,gc2,2.25298,True,3.03151,False,True,22,32,94,2.24317,22,14,62,0,512034,26,26,22,0,1,114,5.36364,0,72,0,62,0,55,0,0,0,2.24473,0,0,
full,0,1,elevators-sat08-strips/p18,gc2_b200k,1.18708,True,2.1888,False,True,22,16,78,1.17598,22,18,62,0,264321,26,26,22,0,1,114,5.18182,0,56,0,62,0,59,0,0,0,1.17736,0,0,
full,0,1,elevators-sat08-strips/p19,gc2,2.43476,True,3.43886,False,True,24,60,98,2.43549,24,12,72,0,503774,28,28,24,0,1,120,5.5,0,74,0,72,0,57,0,0,0,2.43755,0,0,
full,0,1,elevators-sat08-strips/p19,gc2_b200k,0.9497,True,2.09576,False,True,24,25,84,0.934363,24,19,72,0,211541,28,28,24,0,1,120,5.20833,0,60,0,72,0,64,0,0,0,0.936043,0,0,
full,0,1,elevators-sat08-strips/p20,gc2,2.1626,True,3.21265,False,True,26,30,84,2.14653,26,20,60,0,532328,30,30,26,0,1,148,5.46154,0,58,0,60,0,69,0,0,0,2.14885,0,0,
full,0,1,elevators-sat08-strips/p20,gc2_b200k,1.08826,True,2.40089,False,True,26,15,72,1.07314,26,23,60,0,267685,30,30,26,0,1,148,5.23077,0,46,0,60,0,72,0,0,0,1.07547,0,0,
full,0,1,elevators-sat08-strips/p24,gc2,2.85279,True,4.18147,False,True,21,40,100,2.8388,21,13,80,0,544501,26,26,21,0,1,130,6.38095,0,79,0,80,0,52,0,0,0,2.84147,0,0,
full,0,1,elevators-sat08-strips/p24,gc2_b200k,1.2154,True,2.84699,False,True,21,15,90,1.19041,21,18,80,0,218587,26,26,21,0,1,130,6.14286,0,69,0,80,0,57,0,0,0,1.19312,0,0,
full,0,1,elevators-sat08-strips/p26,gc2,2.92959,True,5.35954,False,True,27,50,118,2.8951,27,17,88,0,508851,32,32,27,0,1,182,6.2963,0,91,0,88,0,68,0,0,0,2.89973,0,0,
full,0,1,elevators-sat08-strips/p26,gc2_b200k,1.38454,True,4.41455,False,True,27,25,106,1.35051,27,22,88,0,238402,32,32,27,0,1,182,6.18519,0,79,0,88,0,73,0,0,0,1.35467,0,0,
full,0,1,elevators-sat08-strips/p27,gc2,4.03256,True,7.5635,False,True,30,50,144,4.00995,30,20,112,0,540776,35,35,30,0,1,188,6.26667,0,114,0,112,0,77,0,0,0,4.01612,0,0,
full,0,1,elevators-sat08-strips/p27,gc2_b200k,1.74839,True,5.05708,False,True,30,20,120,1.70347,30,26,112,0,235955,35,35,30,0,1,188,6.06667,0,90,0,112,0,83,0,0,0,1.7089,0,0,
full,0,1,elevators-sat08-strips/p28,gc2,5.37658,True,10.237,False,True,33,66,156,5.33716,33,22,114,0,544803,38,38,33,0,1,216,6.33333,0,123,0,114,0,85,0,0,0,5.3442,0,0,
full,0,1,elevators-sat08-strips/p28,gc2_b200k,2.43007,True,8.01818,False,True,33,30,132,2.39077,33,28,114,0,239414,38,38,33,0,1,216,6.15152,0,99,0,114,0,91,0,0,0,2.39773,0,0,
full,0,1,elevators-sat08-strips/p29,gc2,5.94648,True,13.8649,False,True,36,60,150,5.90164,36,24,124,0,555296,41,41,36,0,1,236,6.19444,0,114,0,124,0,93,0,0,0,5.90956,0,0,
full,0,1,elevators-sat08-strips/p29,gc2_b200k,2.63133,True,10.7979,False,True,36,25,134,2.56224,36,31,124,0,230247,41,41,36,0,1,236,6.08333,0,98,0,124,0,100,0,0,0,2.57068,0,0,
full,0,1,elevators-sat08-strips/p30,gc2,5.58857,True,17.2345,False,True,39,66,168,5.54188,39,28,126,0,543803,44,44,39,0,1,264,6.28205,0,129,0,126,0,103,0,0,0,5.55089,0,0,
full,0,1,elevators-sat08-strips/p30,gc2_b200k,2.36543,True,14.9044,False,True,39,30,144,2.30407,39,34,126,0,236780,44,44,39,0,1,264,6.12821,0,105,0,126,0,109,0,0,0,2.31404,0,0,
full,0,1,elevators-sat11-strips/p01,gc2,1.36672,True,1.58911,False,True,14,39,72,1.3679,14,6,42,0,549175,18,18,14,0,1,70,6.07143,0,58,0,42,0,31,0,0,0,1.3686,0,0,
full,0,1,elevators-sat11-strips/p01,gc2_b200k,0.647381,True,0.88995,False,True,14,20,58,0.637505,14,10,42,0,264940,18,18,14,0,1,70,5.57143,0,44,0,42,0,35,0,0,0,0.638181,0,0,
full,0,1,elevators-sat11-strips/p02,gc2,2.846,True,4.2237,False,True,21,40,100,2.85501,21,13,80,0,544501,26,26,21,0,1,130,6.38095,0,79,0,80,0,52,0,0,0,2.85761,0,0,
full,0,1,elevators-sat11-strips/p02,gc2_b200k,1.25055,True,2.72604,False,True,21,15,90,1.21776,21,18,80,0,218587,26,26,21,0,1,130,6.14286,0,69,0,80,0,57,0,0,0,1.22083,0,0,
full,0,1,elevators-sat11-strips/p03,gc2,3.0735,True,5.68004,False,True,27,50,118,3.04347,27,17,88,0,508851,32,32,27,0,1,182,6.2963,0,91,0,88,0,68,0,0,0,3.0481,0,0,
full,0,1,elevators-sat11-strips/p03,gc2_b200k,1.42986,True,4.68718,False,True,27,25,106,1.39349,27,22,88,0,238402,32,32,27,0,1,182,6.18519,0,79,0,88,0,73,0,0,0,1.39789,0,0,
full,0,1,elevators-sat11-strips/p04,gc2,2.22875,True,3.36844,False,True,26,30,84,2.21695,26,20,60,0,532328,30,30,26,0,1,148,5.46154,0,58,0,60,0,69,0,0,0,2.21913,0,0,
full,0,1,elevators-sat11-strips/p04,gc2_b200k,1.193,True,2.33846,False,True,26,15,72,1.17645,26,23,60,0,267685,30,30,26,0,1,148,5.23077,0,46,0,60,0,72,0,0,0,1.17844,0,0,
full,0,1,elevators-sat11-strips/p05,gc2,2.35089,True,3.28375,False,True,22,32,94,2.34219,22,14,62,0,512034,26,26,22,0,1,114,5.36364,0,72,0,62,0,55,0,0,0,2.34393,0,0,
full,0,1,elevators-sat11-strips/p05,gc2_b200k,1.21303,True,2.1041,False,True,22,16,78,1.19805,22,18,62,0,264321,26,26,22,0,1,114,5.18182,0,56,0,62,0,59,0,0,0,1.19968,0,0,
full,0,1,elevators-sat11-strips/p06,gc2,3.91377,True,7.80721,False,True,30,50,144,3.88458,30,20,112,0,540776,35,35,30,0,1,188,6.26667,0,114,0,112,0,77,0,0,0,3.89051,0,0,
full,0,1,elevators-sat11-strips/p06,gc2_b200k,1.9343,True,6.25302,False,True,30,20,120,1.88153,30,26,112,0,235955,35,35,30,0,1,188,6.06667,0,90,0,112,0,83,0,0,0,1.88811,0,0,
full,0,1,elevators-sat11-strips/p08,gc2,5.05276,True,9.72194,False,True,33,66,156,5.01531,33,22,114,0,544803,38,38,33,0,1,216,6.33333,0,123,0,114,0,85,0,0,0,5.02143,0,0,
full,0,1,elevators-sat11-strips/p08,gc2_b200k,2.35093,True,7.89062,False,True,33,30,132,2.30051,33,28,114,0,239414,38,38,33,0,1,216,6.15152,0,99,0,114,0,91,0,0,0,2.30771,0,0,
full,0,1,elevators-sat11-strips/p09,gc2,5.83146,True,14.3033,False,True,36,60,150,5.81792,36,24,124,0,555296,41,41,36,0,1,236,6.19444,0,114,0,124,0,93,0,0,0,5.82677,0,0,
full,0,1,elevators-sat11-strips/p09,gc2_b200k,2.62104,True,11.5297,False,True,36,25,134,2.55592,36,31,124,0,230247,41,41,36,0,1,236,6.08333,0,98,0,124,0,100,0,0,0,2.56583,0,0,
full,0,1,elevators-sat11-strips/p10,gc2,5.70079,True,17.13,False,True,39,66,168,5.64284,39,28,126,0,543803,44,44,39,0,1,264,6.28205,0,129,0,126,0,103,0,0,0,5.6529,0,0,
full,0,1,elevators-sat11-strips/p10,gc2_b200k,2.45449,True,14.5594,False,True,39,30,144,2.39353,39,34,126,0,236780,44,44,39,0,1,264,6.12821,0,105,0,126,0,109,0,0,0,2.40486,0,0,
full,0,1,elevators-sat11-strips/p12,gc2,9.42051,True,35.7819,False,True,43,66,176,9.27102,43,31,164,0,620712,51,51,43,0,1,524,9.13953,0,133,0,164,0,114,0,0,0,9.30309,0,0,
full,0,1,elevators-sat11-strips/p12,gc2_b200k,5.29783,True,32.1735,False,True,43,28,170,5.14535,43,38,164,0,325597,51,51,43,0,1,524,9.06977,0,127,0,164,0,121,0,0,0,5.17815,0,0,
full,0,1,elevators-sat11-strips/p13,gc2,10.4716,True,40.3657,False,True,46,54,174,10.3624,46,37,174,0,652231,54,54,46,0,1,562,9,0,128,0,174,0,126,0,0,0,10.3986,0,0,
full,0,1,elevators-sat11-strips/p13,gc2_b200k,6.34476,True,38.6121,False,True,46,24,174,6.16096,46,42,174,0,350307,54,54,46,0,1,562,9,0,128,0,174,0,131,0,0,0,6.19853,0,0,
full,0,1,elevators-sat11-strips/p14,gc2,10.52,True,48.3596,False,True,49,72,170,10.3808,49,37,170,0,568223,57,57,49,0,1,614,9,0,121,0,170,0,132,0,0,0,10.4279,0,0,
full,0,1,elevators-sat11-strips/p14,gc2_b200k,5.36848,True,41.5651,False,True,49,30,170,5.19226,49,44,170,0,284557,57,57,49,0,1,614,9,0,121,0,170,0,139,0,0,0,5.23744,0,0,
full,0,1,elevators-sat11-strips/p15,gc2,10.3425,True,52.1927,False,True,52,48,188,9.94774,52,44,188,0,583386,60,60,52,0,1,644,9,0,136,0,188,0,145,0,0,0,9.99992,0,0,
full,0,1,elevators-sat11-strips/p15,gc2_b200k,6.29973,True,47.948,False,True,52,24,188,5.9286,52,48,188,0,337122,60,60,52,0,1,644,9,0,136,0,188,0,149,0,0,0,5.98064,0,0,
full,0,1,elevators-sat11-strips/p16,gc2,13.934,True,40.1558,False,True,40,61,166,13.7842,40,29,154,0,578157,48,48,40,0,1,486,9.15,0,126,0,154,0,106,0,0,0,13.8153,0,0,
full,0,1,elevators-sat11-strips/p16,gc2_b200k,6.27698,True,33.7391,False,True,40,27,158,6.19228,40,35,154,0,313143,48,48,40,0,1,486,9.05,0,118,0,154,0,112,0,0,0,6.21996,0,0,
full,0,1,elevators-sat11-strips/p17,gc2,13.0254,True,53.992,False,True,45,54,184,12.8758,45,36,176,0,623447,53,53,45,0,1,544,9.04444,0,139,0,176,0,123,0,0,0,12.9067,0,0,
full,0,1,elevators-sat11-strips/p17,gc2_b200k,6.92652,True,45.1714,False,True,45,24,176,6.78101,45,41,176,0,332397,53,53,45,0,1,544,9,0,131,0,176,0,128,0,0,0,6.81585,0,0,
full,0,1,elevators-sat11-strips/p18,gc2,13.1668,True,60.9722,False,True,50,72,194,13.0241,50,38,194,0,624800,58,58,50,0,1,606,9,0,144,0,194,0,135,0,0,0,13.0671,0,0,
full,0,1,elevators-sat11-strips/p18,gc2_b200k,7.55793,True,55.6498,False,True,50,30,194,7.36773,50,45,194,0,327462,58,58,50,0,1,606,9,0,144,0,194,0,142,0,0,0,7.40982,0,0,
full,0,1,elevators-sat11-strips/p19,gc2,16.9631,True,75.8676,False,True,55,48,214,16.7966,55,47,214,0,599291,63,63,55,0,1,666,9,0,159,0,214,0,154,0,0,0,16.8476,0,0,
full,0,1,elevators-sat11-strips/p19,gc2_b200k,9.74977,True,67.3638,False,True,55,24,214,9.56501,55,51,214,0,355853,63,63,55,0,1,666,9,0,159,0,214,0,158,0,0,0,9.62091,0,0,
full,0,1,elevators-sat11-strips/p20,gc2,19.7813,True,101.185,False,True,60,48,220,19.5521,60,52,216,0,612765,68,68,60,0,1,744,9.01667,0,160,0,216,0,169,0,0,0,19.6243,0,0,
full,0,1,elevators-sat11-strips/p20,gc2_b200k,11.8985,True,94.5874,False,True,60,24,216,11.6691,60,56,216,0,352076,68,68,60,0,1,744,9,0,156,0,216,0,173,0,0,0,11.7333,0,0,
full,0,1,ferry/p-10locs-5cars,gc2,0.00482738,True,0.0106807,False,True,12,0,120,0.000836958,12,0,10,0,1344,6,6,5,0,1,0,6,7,108,0,10,0,0,0,0,0,0.000890639,0,0,
full,0,1,ferry/p-10locs-5cars,gc2_b200k,0.00528853,True,0.011965,False,True,12,0,120,0.000809688,12,0,10,0,1344,6,6,5,0,1,0,6,7,108,0,10,0,0,0,0,0,0.000871589,0,0,
full,0,1,ferry/p-10locs-7cars,gc2,0.00900161,True,0.0160379,False,True,18,0,180,0.00501958,18,0,10,0,9090,8,8,7,0,1,4,8,11,162,0,10,0,0,0,0,0,0.00512588,0,0,
full,0,1,ferry/p-10locs-7cars,gc2_b200k,0.00845806,True,0.0156503,False,True,18,0,180,0.00456043,18,0,10,0,9090,8,8,7,0,1,4,8,11,162,0,10,0,0,0,0,0,0.0046654,0,0,
full,0,3,floortile-sat11-strips/seq-p02-004,gc2,2.12913,True,2.1657,False,True,15,40,143,0.589231,15,7,63,1,662729,20,20,15,0,43,81,6.46667,0,128,1,21,0,34,0,0,0,0.661959,0,6,
full,0,2,floortile-sat11-strips/seq-p02-004,gc2_b200k,0.753309,True,0.79042,False,True,15,18,137,0.258653,15,12,61,1,326989,20,20,15,0,48,83,6.13333,0,122,1,14,0,39,0,0,0,0.397331,0,7,
